regime,probe_tag,kind,bucket,distance,hit,used_retrieval,answer
rope,F01,fact,short,3,1,0,"The hollow pawl pipeline is pinned to build ""argon-2049"" until further notice."
rope,D01,decision,short,4,1,0,"D4: ""decided to adopt argon-cache for impeller layer ∵ latency constraints"""
rope,G01,status,short,4,1,0,"The goal to ship the nozzle migration is marked as ✓ (done) per the line: ""✓ G1|new goal (◌): ship nozzle migr""."
rope,F04,fact,short,5,1,0,"The coral orifice pipeline is pinned to build delta-8745 (from OPEN: ""O1|P2|coral orifice pipeline pinned to build delta"
rope,F02,fact,medium,16,1,1,The jasper impeller pipeline is pinned to build `basalt-1701`.
rope,D04,decision,short,5,1,0,"delta-ledger was adopted for the eyelet layer (D1: ""decided to adopt delta-ledger for eyelet layer ∵ portability constra"
rope,D02,decision,medium,20,1,1,"We adopted **basalt-queue** for the hinge layer (D12, due to durability constraints)."
rope,G02,status,medium,21,1,0,"G2 shows status ""◌"" (pending): ""ship dynamo migr"""
rope,G04,status,short,3,1,0,The orifice migration goal (G4) is `◌ pending`: `◌ G4|new goal (◌): ship orifice migr`
rope,F07,fact,short,2,1,1,The pluvial crank pipeline is pinned to build **granite-6988** until further notice.
rope,F05,fact,medium,18,1,1,The frosted hinge pipeline is pinned to build **ember-7994**.
rope,D07,decision,short,4,1,0,"We ""decided to adopt granite-lock for gasket layer ∵ simplicity constraints"" (D4)."
rope,F08,fact,medium,14,1,1,The brisk dynamo pipeline is pinned to build **helium-1587** until further notice.
rope,F10,fact,short,5,1,1,The gilded keel pipeline is pinned to build **basalt-5226** until further notice.
rope,D05,decision,medium,21,1,1,We adopted **ember-bus** for the lattice layer because of idempotency constraints (D9).
rope,F03,fact,long,43,1,1,The ionic nozzle pipeline is pinned to build **cobalt-1508**.
rope,F06,fact,long,39,1,1,The onyx gasket pipeline is pinned to build **flint-8284** until further notice.
rope,F11,fact,medium,18,1,1,The dusky eyelet pipeline is pinned to build **cobalt-5932** until further notice (per svc/eyelet.py).
rope,D03,decision,long,53,1,1,"We adopted **cobalt-index for the dynamo layer** due to auditability constraints (D5, 2026-07-03)."
rope,D08,decision,medium,22,1,1,"We adopted **helium-pool for the jig layer** because of throughput constraints (D2, 2026-07-03)."
rope,G05,status,medium,25,1,0,✓ G5 is complete — ship jig migration is done.
rope,F09,fact,long,38,1,1,The amber jig pipeline is pinned to build `argon-9108` until further notice.
rope,F12,fact,medium,23,1,1,The mossy manifold pipeline is pinned to build **delta-9310**.
rope,D06,decision,long,41,1,1,"We adopted **flint-store** for the nozzle layer because of observability constraints (D6, 2026-07-03)."
rope,G03,status,long,48,1,0,✓ G3|new goal (◌): ship anchor migr — **done**.
rope,G06,status,long,32,1,0,The lattice migration goal is pending: `◌ G6|new goal (◌): ship lattice migr`
rope-unbound,F01,fact,short,2,1,0,"The ember pawl pipeline is pinned to build `argon-1501` (from DELTA: ""ember pawl pipeline pinned to build argon-1501 unt"
rope-unbound,D01,decision,short,2,1,0,"argon-cache for the anchor layer (D4: ""decided to adopt argon-cache for anchor layer ∵ latency constraints"")."
rope-unbound,G01,status,short,5,1,0,The goal to ship the nozzle migration is marked as `✓ G1|new goal (◌): ship nozzle migr` — completed.
rope-unbound,F04,fact,short,3,1,0,The mossy gasket pipeline is pinned to build **delta-7245** (O2|P2).
rope-unbound,D02,decision,medium,14,1,0,"D12 states: ""decided to adopt basalt-queue for manifold layer ∵ durability constraints"""
rope-unbound,F02,fact,medium,22,1,0,The jasper anchor pipeline is pinned to build basalt-1416.
rope-unbound,D04,decision,short,4,1,0,"We adopted **delta-ledger** for the baffle layer (D28, 2026-07-03, ∵ portability constraints)."
rope-unbound,G02,status,medium,20,1,0,The goal to ship the hinge migration (G2) is `◌` (pending).
rope-unbound,G04,status,short,3,1,0,The goal to ship the gasket migration (G4) is `◌ pending`.
rope-unbound,F07,fact,short,5,1,0,The lunar orifice pipeline is pinned to build `granite-4632`.
rope-unbound,F05,fact,medium,23,1,0,The brisk manifold pipeline is pinned to build `ember-7915` until further notice.
rope-unbound,D05,decision,medium,13,1,0,ember-bus was adopted for the lattice layer to address idempotency constraints (D36).
rope-unbound,F03,fact,long,35,1,0,The nickel nozzle pipeline is pinned to build `cobalt-9870`.
rope-unbound,F10,fact,short,3,1,0,The dusky flange pipeline is pinned to build `basalt-4782` (from O5).
rope-unbound,D07,decision,short,4,1,0,"D52 states: ""decided to adopt granite-lock for jig layer ∵ simplicity constraints"""
rope-unbound,F08,fact,medium,20,1,0,The hollow hinge pipeline is pinned to build helium-9123 (O4|P2).
rope-unbound,G05,status,medium,16,1,0,The eyelet migration goal is marked as complete: `✓ G5|new goal (◌): ship eyelet migr`.
rope-unbound,F11,fact,medium,16,1,0,The frosted baffle pipeline is pinned to build `cobalt-8530` until further notice.
rope-unbound,D03,decision,long,55,1,0,D20 shows we adopted **cobalt-index for hinge layer** ∵ auditability constraints.
rope-unbound,D08,decision,medium,23,1,0,"D60 states: ""decided to adopt helium-pool for eyelet layer ∵ throughput constraints."""
rope-unbound,F06,fact,long,51,1,0,The pluvial jig pipeline is pinned to build flint-1475 until further notice (O3).
rope-unbound,F09,fact,long,38,1,0,The ionic eyelet pipeline is pinned to build `argon-4818` (from the DELTA: `svc/eyelet.py|mod|ionic eyelet pipeline pinn
rope-unbound,F12,fact,medium,23,1,0,The gilded impeller pipeline is pinned to build `delta-1352` (from O6 in the OPEN section).
rope-unbound,D06,decision,long,41,1,0,"We adopted flint-store for the nozzle layer ∵ observability constraints (D44, 2026-07-03)."
rope-unbound,G03,status,long,47,1,0,"The keel migration goal (G3) is marked **✓ done**: ""✓ G3|new goal (◌): ship keel migr"""
rope-unbound,G06,status,long,32,1,0,G6 (ship lattice migration) is `◌pending`.
rope-unbound,F01,fact,short,5,1,0,"The brisk manifold pipeline is pinned to build argon-7226: ""brisk manifold pipeline pinned to build argon-7226 until fur"
rope-unbound,D01,decision,short,5,1,0,"According to D4 (2026-07-03): ""decided to adopt argon-cache for pawl layer ∵ latency constraints."""
rope-unbound,G01,status,short,5,1,0,"According to the GOALS section, the lattice migration goal is marked as done: `✓ G1|new goal (◌): ship lattice migr`"
rope-unbound,F04,fact,short,2,1,0,"The frosted impeller pipeline is pinned to build delta-4778: ""O2|P2|frosted impeller pipeline pinned to build delta-4778"
rope-unbound,F02,fact,medium,14,1,0,The pluvial pawl pipeline is pinned to build `basalt-9613` (O1|P2|pluvial pawl pipeline pinned to build basalt-9613 unti
rope-unbound,D04,decision,short,5,1,0,"D28 states: ""decided to adopt delta-ledger for gasket layer ∵ portability constraints"""
rope-unbound,G02,status,medium,20,1,0,The keel migration goal (G2) is `◌ pending`.
rope-unbound,D02,decision,medium,23,1,0,We adopted **basalt-queue** for the flange layer because of durability constraints (decision D12).
rope-unbound,G04,status,short,4,1,0,◌ G4|new goal (◌): ship impeller migr — pending.
rope-unbound,F07,fact,short,4,1,0,The ember hinge pipeline is pinned to build `granite-9358` (from `svc/hinge.py|mod|ember hinge pipeline pinned to build 
rope-unbound,F05,fact,medium,17,1,0,The coral flange pipeline is pinned to build **ember-3895** until further notice.
rope-unbound,D07,decision,short,3,1,0,"According to D52: ""decided to adopt granite-lock for orifice layer ∵ simplicity constraints."""
rope-unbound,F10,fact,short,4,1,0,The ionic anchor pipeline is pinned to build `basalt-7793` until further notice.
rope-unbound,F03,fact,long,42,1,0,The onyx lattice pipeline is pinned to build `cobalt-3907` until further notice.
rope-unbound,D05,decision,medium,22,1,0,"We adopted **ember-bus** for the baffle layer (decision D36, because of idempotency constraints)."
rope-unbound,F08,fact,medium,22,1,0,The jasper keel pipeline is pinned to build `helium-9417` (from O4 in the OPEN section).
rope-unbound,F06,fact,long,39,1,0,The kelp orifice pipeline is pinned to build `flint-3844` (O3).
rope-unbound,F11,fact,medium,17,1,0,The amber gasket pipeline is pinned to build `cobalt-6796` until further notice (from `svc/gasket.py|mod`).
rope-unbound,G05,status,medium,19,1,0,✓ G5|new goal (◌): ship eyelet migr — marked done.
rope-unbound,D08,decision,medium,19,1,0,D60 decided to adopt **helium-pool** for eyelet layer ∵ throughput constraints.
rope-unbound,D03,decision,long,58,1,0,D20 decided to adopt **cobalt-index** for the keel layer.
rope-unbound,F09,fact,long,38,1,0,The dusky eyelet pipeline is pinned to build `argon-3979` until further notice.
rope-unbound,F12,fact,medium,23,1,0,The gilded crank pipeline is pinned to build `delta-8303`.
rope-unbound,D06,decision,long,41,1,0,We adopted **flint-store** for the lattice layer (D44) due to observability constraints.
rope-unbound,G03,status,long,49,1,0,✓ G3|new goal (◌): ship dynamo migr — the dynamo migration goal is complete.
rope-unbound,G06,status,long,32,1,0,`◌ G6|new goal (◌): ship baffle migr` — the baffle migration goal is pending.
rope-unbound,F01,fact,short,3,1,0,The hollow pawl pipeline is pinned to build **argon-2049** until further notice.
rope-unbound,D01,decision,short,4,1,0,"According to D4, we adopted **argon-cache** for the impeller layer because of latency constraints."
rope-unbound,G01,status,short,4,1,0,"✓ G1 is marked done, though the notation shows (◌) pending: `✓ G1|new goal (◌): ship nozzle migr`"
rope-unbound,F04,fact,short,5,1,0,"The coral orifice pipeline is pinned to build delta-8745: ""O2|P2|coral orifice pipeline pinned to build delta-8745 until"
rope-unbound,F02,fact,medium,16,1,0,The jasper impeller pipeline is pinned to build `basalt-1701` (O1|P2|jasper impeller pipeline pinned to build basalt-170
rope-unbound,D04,decision,short,5,1,0,"We adopted **delta-ledger** for the eyelet layer: ""D28|2026-07-03|decided to adopt delta-ledger for eyelet layer ∵ porta"
rope-unbound,D02,decision,medium,20,1,0,"D12 states: ""decided to adopt basalt-queue for hinge layer ∵ durability constraints."""
rope-unbound,G02,status,medium,21,1,0,G2 (ship dynamo migration) is `◌` (pending).
rope-unbound,G04,status,short,3,1,0,`◌ G4|new goal (◌): ship orifice migr` — the goal is pending.
rope-unbound,F07,fact,short,2,1,0,The pluvial crank pipeline is pinned to build `granite-6988`.
rope-unbound,F05,fact,medium,18,1,0,The frosted hinge pipeline is pinned to build `ember-7994` (from `svc/hinge.py|mod|frosted hinge pipeline pinned to buil
rope-unbound,D07,decision,short,4,1,0,"We adopted ""granite-lock for gasket layer"" (D52, 2026-07-03)."
rope-unbound,F08,fact,medium,14,1,0,The brisk dynamo pipeline is pinned to build `helium-1587` until further notice.
rope-unbound,F10,fact,short,5,1,0,The gilded keel pipeline is pinned to build `basalt-5226` (O5|P2).
rope-unbound,D05,decision,medium,21,1,0,"We adopted ember-bus for the lattice layer (D36, per idempotency constraints)."
rope-unbound,F03,fact,long,43,1,0,The ionic nozzle pipeline is pinned to build `cobalt-1508` until further notice.
rope-unbound,F06,fact,long,39,1,0,The onyx gasket pipeline is pinned to build `flint-8284`.
rope-unbound,F11,fact,medium,18,1,0,The dusky eyelet pipeline is pinned to build `cobalt-5932`.
rope-unbound,D03,decision,long,53,1,0,"D20: ""decided to adopt **cobalt-index** for dynamo layer ∵ auditability constraints"""
rope-unbound,D08,decision,medium,22,1,0,"D60 states: ""decided to adopt helium-pool for jig layer ∵ throughput constraints"""
rope-unbound,G05,status,medium,25,1,0,✓ G5|new goal (◌): ship jig migr — marked as done.
rope-unbound,F09,fact,long,38,1,0,The amber jig pipeline is pinned to build `argon-9108` until further notice.
rope-unbound,F12,fact,medium,23,1,0,The mossy manifold pipeline is pinned to build `delta-9310` (from O6).
rope-unbound,D06,decision,long,41,1,0,"We adopted **flint-store** for the nozzle layer (D44: ""decided to adopt flint-store for nozzle layer ∵ observability con"
rope-unbound,G03,status,long,48,1,0,`✓ G3|new goal (◌): ship anchor migr` — the anchor migration goal is complete.
rope-unbound,G06,status,long,32,1,0,G6 is pending (◌): `ship lattice migr`.
